ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
3095686599956852697,2021-07-01,0.000349
3095686599956852697,2021-07-01,0.001115
1616952665234409442,2021-07-01,0.226626
1616952665234409442,2021-07-01,0.156824
1088521227159442264,2021-07-01,0.010582
1088521227159442264,2021-07-01,0.005541
1088521227159442264,2021-07-01,0.001054
8529899700094903171,2021-07-01,0.000028
8529899700094903171,2021-07-01,0.000055
8529899700094903171,2021-07-01,0.000012
8529899700094903171,2021-07-01,0.000012
8529899700094903171,2021-07-01,0.000014
8529899700094903171,2021-07-01,0.000024
8529899700094903171,2021-07-01,0.000024
499242942549937267,2021-07-01,0.085027
499242942549937267,2021-07-01,0.260014
499242942549937267,2021-07-01,0.247287
499242942549937267,2021-07-01,0.067135
499242942549937267,2021-07-01,0.072096
499242942549937267,2021-07-01,0.023256
499242942549937267,2021-07-01,0.030919
499242942549937267,2021-07-01,0.126355
499242942549937267,2021-07-01,0.091925
5897410907783139228,2021-07-01,0.000032
5897410907783139228,2021-07-01,0.000052
5897410907783139228,2021-07-01,0.000022
5897410907783139228,2021-07-01,0.000041
2083323809219952960,2021-07-01,0.000024
2083323809219952960,2021-07-01,0.000010
2083323809219952960,2021-07-01,0.000008
2083323809219952960,2021-07-01,0.000008
2083323809219952960,2021-07-01,0.000013
2083323809219952960,2021-07-01,0.000016
2083323809219952960,2021-07-01,0.000008
2083323809219952960,2021-07-01,0.000040
2083323809219952960,2021-07-01,0.000027
2083323809219952960,2021-07-01,0.000027
1953058402621337677,2021-07-01,0.000016
1953058402621337677,2021-07-01,0.000004
1953058402621337677,2021-07-01,0.000003
1953058402621337677,2021-07-01,0.000022
3408536439470975134,2021-07-01,0.000007
3408536439470975134,2021-07-01,0.000014
3408536439470975134,2021-07-01,0.000022
3408536439470975134,2021-07-01,0.000028
5687511145009775604,2021-07-01,0.269690
5687511145009775604,2021-07-01,0.971282
7485107528960607346,2021-07-01,0.089800
7485107528960607346,2021-07-01,0.095066
531805620371082364,2021-07-01,0.037532
5761480994209806499,2021-07-01,0.000908
5761480994209806499,2021-07-01,0.000745
5761480994209806499,2021-07-01,0.000523
5761480994209806499,2021-07-01,0.000485
5761480994209806499,2021-07-01,0.000621
5761480994209806499,2021-07-01,0.000556
5761480994209806499,2021-07-01,0.000619
5761480994209806499,2021-07-01,0.000554
5761480994209806499,2021-07-01,0.000238
5761480994209806499,2021-07-01,0.000464
5761480994209806499,2021-07-01,0.000215
5761480994209806499,2021-07-01,0.000312
5761480994209806499,2021-07-01,0.001296
5761480994209806499,2021-07-01,0.000959
5761480994209806499,2021-07-01,0.001365
5761480994209806499,2021-07-01,0.001632
4762256864594914240,2021-07-01,0.000027
8570963260597299378,2021-07-01,0.000010
5974858472822751652,2021-07-01,0.000032
3421433989501830226,2021-07-01,0.993055
4327694790333781288,2021-07-01,0.000006
4327694790333781288,2021-07-01,0.000010
8173830874846355280,2021-07-01,0.000030
8173830874846355280,2021-07-01,0.000030
8173830874846355280,2021-07-01,0.000031
8173830874846355280,2021-07-01,0.000044
8173830874846355280,2021-07-01,0.000044
8173830874846355280,2021-07-01,0.000047
8173830874846355280,2021-07-01,0.000010
8173830874846355280,2021-07-01,0.000082
8173830874846355280,2021-07-01,0.000041
8173830874846355280,2021-07-01,0.000062
2347028805684088098,2021-07-01,0.000012
3632378524835692731,2021-07-01,0.000027
3632378524835692731,2021-07-01,0.000025
3632378524835692731,2021-07-01,0.000044
2033394215069562776,2021-07-01,0.108299
2033394215069562776,2021-07-01,0.115774
2033394215069562776,2021-07-01,0.093891
2033394215069562776,2021-07-01,0.026166
3285246914299291124,2021-07-01,0.002432
3285246914299291124,2021-07-01,0.001474
3285246914299291124,2021-07-01,0.000637
3285246914299291124,2021-07-01,0.002281
2929243640075785940,2021-07-01,0.000005
2929243640075785940,2021-07-01,0.000019
2929243640075785940,2021-07-01,0.000022
2929243640075785940,2021-07-01,0.000030
2929243640075785940,2021-07-01,0.000013
2407532237672094312,2021-07-01,0.006637
2407532237672094312,2021-07-01,0.002809
2407532237672094312,2021-07-01,0.013345
5635781225931111684,2021-07-01,0.007142
5635781225931111684,2021-07-01,0.037666
1235244772550233980,2021-07-01,0.000011
1235244772550233980,2021-07-01,0.000003
1235244772550233980,2021-07-01,0.000030
4365965554261111250,2021-07-01,0.284116
5162636608292907782,2021-07-01,0.086194
8248484932270772248,2021-07-01,0.389054
924957821424248698,2021-07-01,0.000019
924957821424248698,2021-07-01,0.000016
924957821424248698,2021-07-01,0.000041
6828316696355015040,2021-07-01,0.000028
8409181491723988567,2021-07-01,0.000782
8409181491723988567,2021-07-01,0.000850
8409181491723988567,2021-07-01,0.011370
8409181491723988567,2021-07-01,0.000546
4532469127306079736,2021-07-01,0.002206
7664272163315705419,2021-07-01,0.001029
7664272163315705419,2021-07-01,0.007036
9206030810342980458,2021-07-01,0.000645
9206030810342980458,2021-07-01,0.005167
9206030810342980458,2021-07-01,0.004127
5810778736737569699,2021-07-01,0.001313
5810778736737569699,2021-07-01,0.002294
1366416810235233769,2021-07-01,0.000009
1366416810235233769,2021-07-01,0.000007
1366416810235233769,2021-07-01,0.000005
1366416810235233769,2021-07-01,0.000045
1366416810235233769,2021-07-01,0.000022
1366416810235233769,2021-07-01,0.000018
8067924767167570288,2021-07-01,0.000055
7908414709866823255,2021-07-01,0.006646
7908414709866823255,2021-07-01,0.003046
7908414709866823255,2021-07-01,0.003011
7908414709866823255,2021-07-01,0.001464
8994944800097997361,2021-07-01,0.004638
8994944800097997361,2021-07-01,0.007047
6950439982480713649,2021-07-01,0.398132
6950439982480713649,2021-07-01,0.356237
8901696535927078963,2021-07-01,0.004181
8901696535927078963,2021-07-01,0.001355
8901696535927078963,2021-07-01,0.001296
8901696535927078963,2021-07-01,0.001618
8901696535927078963,2021-07-01,0.001599
8901696535927078963,2021-07-01,0.006231
8901696535927078963,2021-07-01,0.009365
6204723742351094322,2021-07-01,0.000028
3095408468798675621,2021-07-01,0.000030
3095408468798675621,2021-07-01,0.000053
7722287846688771887,2021-07-01,0.000438
312543480920432545,2021-07-01,0.000917
312543480920432545,2021-07-01,0.000010
312543480920432545,2021-07-01,0.000035
6394935036014530592,2021-07-01,0.000043
6394935036014530592,2021-07-01,0.000107
3281617395243454427,2021-07-01,0.011083
1115703227712697214,2021-07-01,0.019148
1115703227712697214,2021-07-01,0.016628
8185063234515056194,2021-07-01,0.000015
8185063234515056194,2021-07-01,0.000014
8185063234515056194,2021-07-01,0.000004
8185063234515056194,2021-07-01,0.000011
8185063234515056194,2021-07-01,0.000078
7492389223353246125,2021-07-01,0.108210
7492389223353246125,2021-07-01,0.247316
7492389223353246125,2021-07-01,0.160214
6217788509719675691,2021-07-01,0.005237
6217788509719675691,2021-07-01,0.000163
8716163053080758848,2021-07-01,0.002396
8716163053080758848,2021-07-01,0.001383
8716163053080758848,2021-07-01,0.004174
8716163053080758848,2021-07-01,0.001728
8716163053080758848,2021-07-01,0.001426
8716163053080758848,2021-07-01,0.001550
324916756972236008,2021-07-01,0.004948
324916756972236008,2021-07-01,0.211947
324916756972236008,2021-07-01,0.003044
324916756972236008,2021-07-01,0.001215
324916756972236008,2021-07-01,0.001419
324916756972236008,2021-07-01,0.006425
7269781193318890653,2021-07-01,0.000044
7269781193318890653,2021-07-01,0.000010
6784879562354696650,2021-07-01,0.000962
8229446069655666941,2021-07-01,0.984293
8229446069655666941,2021-07-01,0.192342
4972567100282306577,2021-07-01,0.009552
5864443060004179363,2021-07-01,0.001455
5864443060004179363,2021-07-01,0.000142
5864443060004179363,2021-07-01,0.040131
5864443060004179363,2021-07-01,0.000104
5864443060004179363,2021-07-01,0.000843
2439954154030259398,2021-07-01,0.000022
8623308321032624474,2021-07-01,0.009325
8623308321032624474,2021-07-01,0.570717
8623308321032624474,2021-07-01,0.031170
4524147234488547993,2021-07-01,0.002829
4524147234488547993,2021-07-01,0.002108
4524147234488547993,2021-07-01,0.001975
6987942592445950913,2021-07-01,0.001683
6987942592445950913,2021-07-01,0.001699
6987942592445950913,2021-07-01,0.000974
6987942592445950913,2021-07-01,0.000185
8684964138237894839,2021-07-01,0.000017
6582676833651678345,2021-07-01,0.000022
6582676833651678345,2021-07-01,0.000021
6582676833651678345,2021-07-01,0.000054
6582676833651678345,2021-07-01,0.000125
6582676833651678345,2021-07-01,0.000081
6582676833651678345,2021-07-01,0.000080
6582676833651678345,2021-07-01,0.000007
6582676833651678345,2021-07-01,0.000039
1036256411320325774,2021-07-01,0.011152
1036256411320325774,2021-07-01,0.063648
968199235777440720,2021-07-01,0.000029
968199235777440720,2021-07-01,0.000044
968199235777440720,2021-07-01,0.000031
968199235777440720,2021-07-01,0.000036
968199235777440720,2021-07-01,0.000042
968199235777440720,2021-07-01,0.000016
968199235777440720,2021-07-01,0.000041
968199235777440720,2021-07-01,0.000024
6916556752218696485,2021-07-01,0.002185
6916556752218696485,2021-07-01,0.002488
6916556752218696485,2021-07-01,0.001986
6916556752218696485,2021-07-01,0.002116
6916556752218696485,2021-07-01,0.001763
6916556752218696485,2021-07-01,0.005502
6916556752218696485,2021-07-01,0.005674
6916556752218696485,2021-07-01,0.000935
6916556752218696485,2021-07-01,0.000546
6916556752218696485,2021-07-01,0.001431
6916556752218696485,2021-07-01,0.001500
6916556752218696485,2021-07-01,0.001431
6030285068945261052,2021-07-01,0.000038
6030285068945261052,2021-07-01,0.000054
6030285068945261052,2021-07-01,0.000031
6030285068945261052,2021-07-01,0.000081
6030285068945261052,2021-07-01,0.000016
8463871205935856285,2021-07-01,0.000041
4071158585850879204,2021-07-01,0.033774
4071158585850879204,2021-07-01,0.003696
4071158585850879204,2021-07-01,0.011115
3218226066162129945,2021-07-01,0.014547
4679462479444735708,2021-07-01,0.001695
4679462479444735708,2021-07-01,0.001963
4679462479444735708,2021-07-01,0.001046
4679462479444735708,2021-07-01,0.001740
4679462479444735708,2021-07-01,0.000609
4679462479444735708,2021-07-01,0.004710
4724876423989598202,2021-07-01,0.001937
4724876423989598202,2021-07-01,0.001484
4724876423989598202,2021-07-01,0.000196
2128970218770090704,2021-07-01,0.545306
2128970218770090704,2021-07-01,0.001679
2128970218770090704,2021-07-01,0.001397
1003144834589372198,2021-07-01,0.000037
1003144834589372198,2021-07-01,0.000021
9127318190908282126,2021-07-01,0.000028
9127318190908282126,2021-07-01,0.000079
8163895533020293251,2021-07-01,0.759254
8163895533020293251,2021-07-01,0.566177
8163895533020293251,2021-07-01,0.774761
5794903898038236832,2021-07-01,0.010869
5794903898038236832,2021-07-01,0.014681
3960251564708868781,2021-07-01,0.000017
3960251564708868781,2021-07-01,0.000045
3960251564708868781,2021-07-01,0.000011
3960251564708868781,2021-07-01,0.000018
3960251564708868781,2021-07-01,0.000025
5888474320320735000,2021-07-01,0.917152
5888474320320735000,2021-07-01,0.953898
5888474320320735000,2021-07-01,0.969061
761746217261797478,2021-07-01,0.000014
761746217261797478,2021-07-01,0.000015
1507697130807703164,2021-07-01,0.000007
9184785003280841216,2021-07-01,0.015783
9184785003280841216,2021-07-01,0.149388
9184785003280841216,2021-07-01,0.048607
1182975716201409626,2021-07-01,0.000055
1182975716201409626,2021-07-01,0.000104
1182975716201409626,2021-07-01,0.000041
1182975716201409626,2021-07-01,0.000019
1182975716201409626,2021-07-01,0.000044
5369576709077493659,2021-07-01,0.028536
3472934456083131714,2021-07-01,0.005458
717981637594591016,2021-07-01,0.000039
717981637594591016,2021-07-01,0.000077
717981637594591016,2021-07-01,0.000022
717981637594591016,2021-07-01,0.000020
8255085612985072878,2021-07-01,0.000004
8255085612985072878,2021-07-01,0.000017
7751080728852739823,2021-07-01,0.000341
7751080728852739823,2021-07-01,0.010695
4347826483121154490,2021-07-01,0.000021
4347826483121154490,2021-07-01,0.000011
4347826483121154490,2021-07-01,0.000003
4347826483121154490,2021-07-01,0.000016
4347826483121154490,2021-07-01,0.000015
4347826483121154490,2021-07-01,0.000014
4347826483121154490,2021-07-01,0.000012
4347826483121154490,2021-07-01,0.000030
4347826483121154490,2021-07-01,0.000029
2214132103234633622,2021-07-01,0.004172
2214132103234633622,2021-07-01,0.000805
2214132103234633622,2021-07-01,0.001790
2214132103234633622,2021-07-01,0.001747
2214132103234633622,2021-07-01,0.001747
410843023337872279,2021-07-01,0.004239
2022367282554149730,2021-07-01,0.000017
2022367282554149730,2021-07-01,0.000017
7637066986811047950,2021-07-01,0.000014
7637066986811047950,2021-07-01,0.000040
7637066986811047950,2021-07-01,0.000024
86110062990790869,2021-07-01,0.043391
5304536516981778801,2021-07-01,0.000012
5304536516981778801,2021-07-01,0.000029
5304536516981778801,2021-07-01,0.000030
3829967475074118757,2021-07-01,0.948066
3829967475074118757,2021-07-01,0.938772
7444686668183702737,2021-07-01,0.000012
7444686668183702737,2021-07-01,0.000040
682352428813668634,2021-07-01,0.004720
682352428813668634,2021-07-01,0.004456
682352428813668634,2021-07-01,0.032160
682352428813668634,2021-07-01,0.004151
682352428813668634,2021-07-01,0.005624
682352428813668634,2021-07-01,0.004239
7613717984547031729,2021-07-01,0.000031
7910340581026492945,2021-07-01,0.000020
7910340581026492945,2021-07-01,0.000016
7910340581026492945,2021-07-01,0.000091
6352592240901579272,2021-07-01,0.000015
5574997762710520717,2021-07-01,0.000023
5574997762710520717,2021-07-01,0.000024
8939476669690489534,2021-07-01,0.002997
107343823625119033,2021-07-01,0.002610
6349142675790687765,2021-07-01,0.428643
6349142675790687765,2021-07-01,0.881710
6349142675790687765,2021-07-01,0.685794
5067621068959932809,2021-07-01,0.037656
5067621068959932809,2021-07-01,0.043261
5067621068959932809,2021-07-01,0.013354
5067621068959932809,2021-07-01,0.026943
5067621068959932809,2021-07-01,0.105712
2397171153213063761,2021-07-01,0.000323
2397171153213063761,2021-07-01,0.001474
2397171153213063761,2021-07-01,0.000629
2397171153213063761,2021-07-01,0.005287
2397171153213063761,2021-07-01,0.007179
8195468623809753777,2021-07-01,0.000738
8195468623809753777,2021-07-01,0.001382
8195468623809753777,2021-07-01,0.002987
8195468623809753777,2021-07-01,0.001922
6271697692808086495,2021-07-01,0.000061
5176940320835464459,2021-07-01,0.000128
5176940320835464459,2021-07-01,0.000865
5176940320835464459,2021-07-01,0.001334
5176940320835464459,2021-07-01,0.001247
5176940320835464459,2021-07-01,0.000488
5176940320835464459,2021-07-01,0.001217
5176940320835464459,2021-07-01,0.001517
4342146186255136598,2021-07-01,0.000006
4342146186255136598,2021-07-01,0.000003
4342146186255136598,2021-07-01,0.000106
4795152981525833467,2021-07-01,0.001489
4795152981525833467,2021-07-01,0.017364
4795152981525833467,2021-07-01,0.017064
4795152981525833467,2021-07-01,0.001577
4795152981525833467,2021-07-01,0.189505
5714540197488862003,2021-07-01,0.473480
5714540197488862003,2021-07-01,0.984145
5714540197488862003,2021-07-01,0.462465
6012031176108922616,2021-07-01,0.031312
1998941557906036376,2021-07-01,0.021476
5558533999208199371,2021-07-01,0.868415
8464809590757561185,2021-07-01,0.000080
8464809590757561185,2021-07-01,0.000037
8464809590757561185,2021-07-01,0.000061
8464809590757561185,2021-07-01,0.000084
6721448955097663572,2021-07-01,0.003128
6721448955097663572,2021-07-01,0.001575
6721448955097663572,2021-07-01,0.002172
5225029212547588718,2021-07-01,0.002408
5225029212547588718,2021-07-01,0.001561
5225029212547588718,2021-07-01,0.004275
8926565682509268383,2021-07-01,0.010459
8926565682509268383,2021-07-01,0.013397
8926565682509268383,2021-07-01,0.005575
8926565682509268383,2021-07-01,0.007764
8926565682509268383,2021-07-01,0.014092
8926565682509268383,2021-07-01,0.010016
8926565682509268383,2021-07-01,0.004697
2983174282784691273,2021-07-01,0.000059
2983174282784691273,2021-07-01,0.004544
8536031856585966123,2021-07-01,0.061428
8536031856585966123,2021-07-01,0.033007
8536031856585966123,2021-07-01,0.908184
8536031856585966123,2021-07-01,0.909346
8536031856585966123,2021-07-01,0.877452
7696655736121386405,2021-07-01,0.035848
7696655736121386405,2021-07-01,0.041011
7750874287225529604,2021-07-01,0.053153
7750874287225529604,2021-07-01,0.007085
7750874287225529604,2021-07-01,0.006904
8013668117699219722,2021-07-01,0.007500
7289435138601868544,2021-07-01,0.001063
7289435138601868544,2021-07-01,0.000447
7289435138601868544,2021-07-01,0.000210
5042877476420217533,2021-07-01,0.000055
5042877476420217533,2021-07-01,0.000056
1299146298565441811,2021-07-01,0.005314
8376902089871279815,2021-07-01,0.000054
8376902089871279815,2021-07-01,0.000032
8376902089871279815,2021-07-01,0.000068
3997247264680905799,2021-07-01,0.000686
3997247264680905799,2021-07-01,0.000927
5029701292539093910,2021-07-01,0.057279
8733525963966339207,2021-07-01,0.806325
8733525963966339207,2021-07-01,0.837707
8733525963966339207,2021-07-01,0.735483
1454789421854453615,2021-07-01,0.033348
1454789421854453615,2021-07-01,0.031490
1454789421854453615,2021-07-01,0.031618
1454789421854453615,2021-07-01,0.048068
209477776078372134,2021-07-01,0.000013
209477776078372134,2021-07-01,0.000010
209477776078372134,2021-07-01,0.000031
209477776078372134,2021-07-01,0.000015
3156852928909455203,2021-07-01,0.033999
3156852928909455203,2021-07-01,0.012702
7590999900861381526,2021-07-01,0.000309
4556737702757145073,2021-07-01,0.000067
6545052034269841737,2021-07-01,0.000942
6545052034269841737,2021-07-01,0.001358
6545052034269841737,2021-07-01,0.066973
6545052034269841737,2021-07-01,0.000940
6545052034269841737,2021-07-01,0.000634
6545052034269841737,2021-07-01,0.002588
3571198145319411787,2021-07-01,0.000016
3571198145319411787,2021-07-01,0.000066
3571198145319411787,2021-07-01,0.000086
3571198145319411787,2021-07-01,0.000069
8874257794774679816,2021-07-01,0.000505
2634859679238614382,2021-07-01,0.000534
2634859679238614382,2021-07-01,0.001071
2634859679238614382,2021-07-01,0.000250
2634859679238614382,2021-07-01,0.000678
2634859679238614382,2021-07-01,0.000192
2634859679238614382,2021-07-01,0.000784
2678966409665050034,2021-07-01,0.000026
2678966409665050034,2021-07-01,0.000039
2678966409665050034,2021-07-01,0.000070
2678966409665050034,2021-07-01,0.000058
2250817603281429928,2021-07-01,0.000070
2106875407768047316,2021-07-01,0.000051
7458891296671174680,2021-07-01,0.099863
8213533889694327948,2021-07-01,0.000078
8213533889694327948,2021-07-01,0.000035
8213533889694327948,2021-07-01,0.000139
6471448246085839373,2021-07-01,0.000037
2532435113844289043,2021-07-01,0.000067
2532435113844289043,2021-07-01,0.000019
2532435113844289043,2021-07-01,0.000049
2532435113844289043,2021-07-01,0.000012
2532435113844289043,2021-07-01,0.000054
2532435113844289043,2021-07-01,0.000058
2532435113844289043,2021-07-01,0.000051
2532435113844289043,2021-07-01,0.000017
2532435113844289043,2021-07-01,0.000021
2532435113844289043,2021-07-01,0.000042
2532435113844289043,2021-07-01,0.000042
3137879241768961145,2021-07-01,0.000019
3137879241768961145,2021-07-01,0.000068
3118152790263512426,2021-07-01,0.001252
3118152790263512426,2021-07-01,0.003180
903093877129717133,2021-07-01,0.000005
903093877129717133,2021-07-01,0.000027
2645324649046215594,2021-07-01,0.002299
2645324649046215594,2021-07-01,0.002124
2645324649046215594,2021-07-01,0.002731
621182491555347581,2021-07-01,0.005321
621182491555347581,2021-07-01,0.006070
8706851346184249504,2021-07-01,0.000006
1343530446996409207,2021-07-01,0.000018
1343530446996409207,2021-07-01,0.000060
3977861004707764824,2021-07-01,0.030639
3977861004707764824,2021-07-01,0.024593
3977861004707764824,2021-07-01,0.016047
3977861004707764824,2021-07-01,0.009814
3977861004707764824,2021-07-01,0.010808
1156053485989336481,2021-07-01,0.034933
1156053485989336481,2021-07-01,0.054135
1156053485989336481,2021-07-01,0.969439
1156053485989336481,2021-07-01,0.038236
1156053485989336481,2021-07-01,0.036202
1156053485989336481,2021-07-01,0.059891
1156053485989336481,2021-07-01,0.075643
1118514612547157551,2021-07-01,0.352178
1118514612547157551,2021-07-01,0.409480
6817075905797098547,2021-07-01,0.015008
7930925883736021864,2021-07-01,0.000931
7930925883736021864,2021-07-01,0.000239
7930925883736021864,2021-07-01,0.000241
7930925883736021864,2021-07-01,0.000768
7930925883736021864,2021-07-01,0.000730
7930925883736021864,2021-07-01,0.000281
7930925883736021864,2021-07-01,0.001109
2451708306555441014,2021-07-01,0.001180
7442192566700924647,2021-07-01,0.000006
7442192566700924647,2021-07-01,0.000373
7442192566700924647,2021-07-01,0.000007
7442192566700924647,2021-07-01,0.000066
2988042199057874759,2021-07-01,0.000010
3634047863995720708,2021-07-01,0.000059
7085295800541340563,2021-07-01,0.000427
7085295800541340563,2021-07-01,0.001865
7085295800541340563,2021-07-01,0.001418
4335865859049992260,2021-07-01,0.000051
4335865859049992260,2021-07-01,0.000020
2290083177086946553,2021-07-01,0.002423
2290083177086946553,2021-07-01,0.000860
2290083177086946553,2021-07-01,0.000692
7177785309735471560,2021-07-01,0.000029
7177785309735471560,2021-07-01,0.000027
5477523784812182605,2021-07-01,0.982316
5477523784812182605,2021-07-01,0.937584
8961924617442201922,2021-07-01,0.000006
7595945751692012281,2021-07-01,0.000004
2333404192508932057,2021-07-01,0.000014
2333404192508932057,2021-07-01,0.000037
2333404192508932057,2021-07-01,0.000013
4593070249039532001,2021-07-01,0.003583
6053752047545474051,2021-07-01,0.000013
6053752047545474051,2021-07-01,0.000008
6053752047545474051,2021-07-01,0.000004
6053752047545474051,2021-07-01,0.000005
6053752047545474051,2021-07-01,0.000011
6053752047545474051,2021-07-01,0.000031
6053752047545474051,2021-07-01,0.000032
6091519986999196884,2021-07-01,0.000014
6091519986999196884,2021-07-01,0.000026
7535160686416710323,2021-07-01,0.000059
3036967290595689189,2021-07-01,0.000006
5999145415800242177,2021-07-01,0.001763
5999145415800242177,2021-07-01,0.004485
7930644815080409701,2021-07-01,0.045785
510795635145114083,2021-07-01,0.001897
510795635145114083,2021-07-01,0.002235
510795635145114083,2021-07-01,0.001967
510795635145114083,2021-07-01,0.006003
510795635145114083,2021-07-01,0.001523
187117706370645370,2021-07-01,0.015089
187117706370645370,2021-07-01,0.011581
187117706370645370,2021-07-01,0.047087
5462970244186515758,2021-07-01,0.000037
5462970244186515758,2021-07-01,0.000028
4769364850030443969,2021-07-01,0.020205
4769364850030443969,2021-07-01,0.014818
4769364850030443969,2021-07-01,0.016744
5726178124659661019,2021-07-01,0.004690
5726178124659661019,2021-07-01,0.006026
5726178124659661019,2021-07-01,0.003701
5726178124659661019,2021-07-01,0.003659
5726178124659661019,2021-07-01,0.000372
5726178124659661019,2021-07-01,0.099699
5726178124659661019,2021-07-01,0.002442
5726178124659661019,2021-07-01,0.004155
5726178124659661019,2021-07-01,0.004057
5726178124659661019,2021-07-01,0.002903
5726178124659661019,2021-07-01,0.004119
5726178124659661019,2021-07-01,0.002875
5726178124659661019,2021-07-01,0.002898
5726178124659661019,2021-07-01,0.001557
5726178124659661019,2021-07-01,0.002971
5726178124659661019,2021-07-01,0.002287
5726178124659661019,2021-07-01,0.000858
5726178124659661019,2021-07-01,0.003105
1141681690629134039,2021-07-01,0.000076
4095739077267179172,2021-07-01,0.012994
4095739077267179172,2021-07-01,0.008630
4095739077267179172,2021-07-01,0.011638
1551531256789550891,2021-07-01,0.000221
1551531256789550891,2021-07-01,0.000138
1551531256789550891,2021-07-01,0.000114
9108733472015251498,2021-07-01,0.000011
851897122328714307,2021-07-01,0.000011
6795467882769787169,2021-07-01,0.000017
5856610998569876318,2021-07-01,0.000030
3093415403379897112,2021-07-01,0.000024
6061850657256270336,2021-07-01,0.000055
6061850657256270336,2021-07-01,0.000081
165658847908185334,2021-07-01,0.000035
4850722092974676955,2021-07-01,0.013832
4850722092974676955,2021-07-01,0.007084
3140918607946425426,2021-07-01,0.000017
7398738404146260251,2021-07-01,0.000012
4863405965754103821,2021-07-01,0.002441
4863405965754103821,2021-07-01,0.002540
4863405965754103821,2021-07-01,0.003679
4863405965754103821,2021-07-01,0.011697
4863405965754103821,2021-07-01,0.003583
4863405965754103821,2021-07-01,0.004655
4863405965754103821,2021-07-01,0.007542
4863405965754103821,2021-07-01,0.007542
4863405965754103821,2021-07-01,0.007645
968400235888951633,2021-07-01,0.000045
798425422240919854,2021-07-01,0.000028
1308019675417057675,2021-07-01,0.002669
1308019675417057675,2021-07-01,0.001896
6238903426443761049,2021-07-01,0.001863
6238903426443761049,2021-07-01,0.000272
6238903426443761049,2021-07-01,0.005663
4465150716052427320,2021-07-01,0.004504
4465150716052427320,2021-07-01,0.000487
1033361676287635885,2021-07-01,0.008375
1033361676287635885,2021-07-01,0.029401
1033361676287635885,2021-07-01,0.024039
652740132671309295,2021-07-01,0.004179
652740132671309295,2021-07-01,0.042881
652740132671309295,2021-07-01,0.008630
8004521604421988528,2021-07-01,0.058326
8004521604421988528,2021-07-01,0.056744
4717717003637613480,2021-07-01,0.000114
8348574220426911086,2021-07-01,0.008929
5301988619224057921,2021-07-01,0.923777
5301988619224057921,2021-07-01,0.878146
